FID	Shape	GaugeLID	Status	Location	Latitude	Longitude	Waterbody	State	Observed	ObsTime	Units	Action	Flood	Moderate	Major	LowThresh	LowThreshU	WFO	HDatum	PEDTS	SecValue	SecUnit	URL
6994	Point	TAPO1	not_defined	Tappan Dam Pool	40.356667	-81.227222	Little Stillwater Creek	OH	899.15	7/8/2016 15:00	ft	 	 	 	 	 	ft	pbz	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=tapo1
6995	Point	TARC1	no_flooding	Willowside Road NR Santa Rosa	38.445278	-122.806111	Santa Rosa Creek	CA	57.43	7/8/2016 16:15	ft	62.5	70	74	77	 	ft	mtr	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=tarc1
6996	Point	TARC3	no_flooding	Tariffville	41.908283	-72.759353	Farmington River	CT	1.54	7/8/2016 16:15	ft	8	9	10	11	 	ft	box	NAD83/WGS84	HGIRG	0.49	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=tarc3
6997	Point	TARN7	no_flooding	Tarboro	35.894167	-77.533056	Tar River	NC	5.1	7/8/2016 15:15	ft	17	19	24	32	 	ft	rah	NAD83/WGS84	HGIRG	1.26	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=tarn7
6998	Point	TATQ9	no_flooding	Dalton Post	60.118889	-137.084722	Tatshenshini River	AK	16.11	7/8/2016 16:10	ft	19	20	21	 	 	ft	pajk	NAD83/WGS84	HGIRG	1.26	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pajk&gage=tatq9
6999	Point	TATT1	not_defined	Tatumville	36.022222	-89.171389	North Fork Forked Deer River	TN	11.16	7/8/2016 16:00	ft	 	 	 	 	 	ft	meg	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=tatt1
7000	Point	TAYM7	no_flooding	Taylor	39.896944	-91.580278	South Fabius River	MO	1.85	7/8/2016 15:30	ft	7	9.5	14	19	 	ft	lsx	NAD83/WGS84	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=taym7
7001	Point	TAYO1	no_flooding	Taylorsville	39.872778	-84.164167	Great Miami River	OH	1.55	7/8/2016 15:30	ft	18	22	30	60	 	ft	iln	NAD83/WGS84	HPIRG	0.19	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=tayo1
7002	Point	TAYV2	no_flooding	Taylorstown	39.255	-77.576667	Catoctin Creek	VA	3.02	7/8/2016 15:30	ft	10	12	17	22	 	ft	lwx	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=tayv2
7003	Point	TAZA2	no_flooding	Richardson Hwy Bridge	62.054722	-145.427778	Tazlina River	AK	26.76	7/8/2016 16:00	ft	28.5	31	32	36	 	ft	pafc3	NAD83/WGS84	HGIRZ	12.9	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc3&gage=taza2
7004	Point	TAZT1	no_flooding	Tazewell	36.425	-83.398333	Clinch River	TN	1.64	7/8/2016 15:30	ft	10	12	16	21	 	ft	mrx	NAD83/WGS84	HGIRG	0.76	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tazt1
7005	Point	TBBM6	no_flooding	Tibbee	33.538056	-88.633333	Tibbee Creek	MS	9.9	7/8/2016 15:30	ft	20	23	28	30	 	ft	jan	NAD83/WGS84	HGIRG	0.91	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=tbbm6
7006	Point	TBCM7	no_flooding	Tecumseh	36.627222	-92.306111	Bryant Creek	MO	4.42	7/8/2016 15:15	ft	14	16	20	25	2	ft	sgf	NAD83/WGS84	HGIRG	0.36	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tbcm7
7007	Point	TBCN5	no_flooding	Taos	36.379444	-105.667778	Rio Pueblo De Taos	NM	5.97	7/8/2016 15:30	ft	10.5	12	14	16	 	ft	abq	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=tbcn5
7008	Point	TBCN7	no_flooding	Colony Rd	35.168889	-80.830833	Briar Creek	NC	0.93	7/8/2016 16:15	ft	11	12	14	18	 	ft	gsp	NAD83/WGS84	HGIRR	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tbcn7
7009	Point	TBDN2	no_flooding	Derby Dam	39.584722	-119.503333	Truckee River	NV	2.21	7/8/2016 16:15	ft	8.5	10	11	13	 	ft	rev	NAD27	HGIRG	0.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=tbdn2
7010	Point	TBFT2	no_flooding	Town Bluff	30.790833	-94.150833	Neches River	TX	54.84	7/8/2016 16:00	ft	64	68	72	82.5	 	ft	lch	NAD83/WGS84	HGIRG	5.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=tbft2
7011	Point	TBLL1	not_defined	Thibodaux	29.797778	-90.8225	Bayou Lafourche	LA	4.51	7/8/2016 15:30	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=tbll1
7012	Point	TBLM6	not_defined	Tributary near Diamondhead	30.459167	-89.345833	Bayou Lasalle	MS	39.94	7/8/2016 15:30	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=tblm6
7013	Point	TBLT2	not_defined	Steinhagen Lake	30.795278	-94.18	Neches River	TX	82.19	7/8/2016 16:00	ft	 	 	 	 	 	ft	lch	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lch&gage=tblt2
7014	Point	TBLW3	obs_not_current	Blair	44.299283	-91.232942	Trempealeau River	WI	 	N/A	ft	 	 	 	 	 	ft	arx	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=tblw3
7015	Point	TBNM7	obs_not_current	Fort Leonard Wood	37.736667	-92.081111	Big Piney	MO	10.7	7/6/2016 12:00	ft	11	13	17	23	 	ft	sgf	NAD83/WGS84	HGIRZ	0.54	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tbnm7
7016	Point	TBPT2	not_defined	Truscott Brine Lake	33.797778	-99.836389	Bluff Creek (N TX)	TX	1461.4	7/8/2016 16:00	ft	 	 	 	 	 	ft	oun	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=tbpt2
7017	Point	TBRM8	no_flooding	Tiber Reservoir / Lake Elwell	48.31	-111.087778	Marias River	MT	2990.93	7/8/2016 16:15	ft	3012	 	 	 	 	ft	tfx	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=tbrm8
7018	Point	TBRT2	no_flooding	Twin Buttes Reservoir	31.381944	-100.538056	West Central Texas Lakes	TX	1903.34	7/8/2016 16:00	ft	1940.2	 	 	 	 	ft	sjt	NAD83/WGS84	HPIRG	6.67	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=tbrt2
7019	Point	TBRV2	not_defined	Toms Branch Dam	37.963889	-78.946944	Toms Branch Back Creek	VA	10.7	7/8/2016 14:23	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=tbrv2
7020	Point	TBTL1	no_flooding	Transylvania	32.714444	-91.268611	Tensas Bayou	LA	4.75	7/8/2016 15:00	ft	22	 	 	 	 	ft	jan	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=tbtl1
7021	Point	TBVM7	no_flooding	Taberville	38.003889	-93.994722	Osage River	MO	13.27	7/8/2016 15:45	ft	19	21	 	 	 	ft	sgf	NAD83/WGS84	HGIRG	8.36	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tbvm7
7022	Point	TCBM2	no_flooding	Tolchester Beach	39.216667	-76.233333	Chesapeake Bay	MD	1.71	7/8/2016 16:00	ft	 	3.5	4.5	5.5	 	ft	phi	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=tcbm2
7023	Point	TCFC2	no_flooding	Frisco	39.575278	-106.11	Tenmile Creek (CO)	CO	2.58	7/8/2016 16:00	ft	4.8	5	6.5	7.5	 	ft	bou	NAD27	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=tcfc2
7024	Point	TCFP1	not_defined	Franklindale	41.697778	-76.578611	Towanda Creek	PA	3.31	7/8/2016 16:15	ft	 	 	 	 	 	ft	bgm	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=tcfp1
7025	Point	TCGI4	no_flooding	Cresco	43.327222	-92.080556	Turkey River	IA	1.29	7/8/2016 16:00	ft	5	8	12	17	 	ft	arx	NAD83/WGS84	HGIRP	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=tcgi4
7026	Point	TCHW1	no_flooding	Touchet	46.027778	-118.728611	Walla Walla River	WA	2.53	7/8/2016 15:30	ft	10	13	15	17	 	ft	pdt	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=tchw1
7027	Point	TCKI1	not_defined	Ketchum	43.6778	-114.3611	Trail Creek (ID)	ID	5.26	7/8/2016 15:15	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=tcki1
7028	Point	TCLA1	no_flooding	Holt Lock and Dam	33.252778	-87.451389	Black Warrior River	AL	123.18	7/8/2016 15:45	ft	138	140	148	158	 	ft	bmx	NAD83/WGS84	HTIRG	1.13	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=tcla1
7029	Point	TCLG1	no_flooding	CLAYTON	34.890278	-83.530556	Tallulah River	GA	1.92	7/8/2016 15:45	ft	5	20	24	26	 	ft	gsp	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tclg1
7030	Point	TCMO2	no_flooding	Tecumseh	35.1725	-96.931667	Little River (OK)	OK	5.16	7/8/2016 15:30	ft	9	11	15	17	 	ft	oun	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=tcmo2
7031	Point	TCNI3	no_flooding	Norway	40.778611	-86.758056	Tippecanoe River	IN	8.01	7/8/2016 15:45	ft	10.5	11.5	14.8	16.8	 	ft	iwx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=tcni3
7032	Point	TCOI1	not_defined	Oakley	42.165953	-113.983589	Trapper Creek	ID	4.81	7/8/2016 15:30	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=tcoi1
7033	Point	TCPC1	not_defined	Tecopa	35.848611	-116.229167	Amargosa River	CA	6.25	7/8/2016 15:30	ft	 	 	 	 	 	ft	vef	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=tcpc1
7034	Point	TCRC1	not_defined	Paskenta	39.883056	-122.516944	Thomes Creek	CA	0	7/8/2016 15:30	ft	 	 	 	 	 	ft	sto	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=tcrc1
7035	Point	TCRI3	not_defined	Michigan City	41.716667	-86.859722	Trail Creek	IN	2.04	7/8/2016 15:30	ft	 	 	 	 	 	ft	iwx	NAD83/WGS84	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=tcri3
7036	Point	TCRK1	no_flooding	Roe Avenue	38.906111	-94.64	Tomahawk Creek	KS	2.24	7/8/2016 15:15	ft	10	13	18	20	 	ft	eax	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=tcrk1
7037	Point	TDAW1	not_defined	Dayton	46.297222	-117.951111	North Fork Touchet River	WA	4.89	7/8/2016 15:30	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=tdaw1
7038	Point	TDDT2	no_flooding	Trinidad	32.1475	-96.102222	Trinity River	TX	27.22	7/8/2016 16:00	ft	31	33	40	46	 	ft	fwd	NAD27	HGIRG	12.5	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=tddt2
7039	Point	TDFS2	no_flooding	Hill City	43.866111	-103.623333	Spring Creek	SD	3.83	7/8/2016 15:45	ft	5.5	6.5	7	8	 	ft	unr	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=tdfs2
7040	Point	TDGL1	no_flooding	Tendal	32.431944	-91.366667	Tensas River	LA	6.92	7/8/2016 15:30	ft	24	25	26	27	 	ft	jan	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=tdgl1
7041	Point	TEAI1	no_flooding	St. Anthony	43.92705	-111.613803	Teton River (ID)	ID	2.71	7/8/2016 15:15	ft	5.5	6	6.5	7	 	ft	pih	NAD83/WGS84	HGIRG	0.79	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=teai1
7042	Point	TECM4	obs_not_current	Tecumseh	41.943056	-83.945278	River Raisin	MI	 	N/A	ft	11	13	14	15	 	ft	dtx	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=tecm4
7043	Point	TEHC1	no_flooding	Tehama Bridge	40.028611	-122.117778	Sacramento River	CA	201.68	7/8/2016 16:00	ft	210	213	220	221	 	ft	sto	NAD83/WGS84	HGIRG	7.9	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=tehc1
7044	Point	TEKC1	not_defined	Aguanga	33.459167	-116.922778	Temecula Creek	CA	0.72	7/8/2016 16:00	ft	 	 	 	 	 	ft	sgx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgx&gage=tekc1
7045	Point	TELF1	not_defined	Bristol (SR 20)	30.426389	-84.927778	Telogia Creek	FL	3.02	7/8/2016 15:45	ft	 	 	 	 	 	ft	tae	NAD27	HGIRG	0.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=telf1
7046	Point	TELI3	obs_not_current	Tell City	37.953611	-86.775278	Ohio River	IN	 	N/A	ft	36	38	44	50	9.7	ft	lmk	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=teli3
7047	Point	TELT2	no_flooding	Johnson Ranch	29.034722	-103.390278	Rio Grande	TX	4.61	7/8/2016 16:15	ft	12	15	17	19	 	ft	maf	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=telt2
7048	Point	TENI4	no_flooding	Elgin 6SE	42.924444	-91.526944	Turkey River	IA	4.49	7/8/2016 15:30	ft	8	11	15	19	 	ft	arx	NAD83/WGS84	HGIRP	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=teni4
7049	Point	TENN6	no_flooding	Gaylordsville	41.658889	-73.528889	Tenmile River	NY	1	7/8/2016 15:15	ft	6	9	10	12	 	ft	aly	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=tenn6
7050	Point	TENO2	no_flooding	Tenkiller Lake	35.596667	-95.049167	Eastern Oklahoma Lakes	OK	632.1	7/8/2016 15:00	ft	 	 	 	667	 	ft	tsa	NAD83/WGS84	HPIRG	657	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=teno2
7051	Point	TERG1	no_flooding	MATHIS-TERRORA DAM	34.7	-83.466667	Tallulah River	GA	1688	7/8/2016 12:00	ft	1689	1692	1694	1696	 	ft	gsp	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=terg1
7052	Point	TESC1	no_flooding	Tres Pinos	36.765833	-121.298611	Tres Pinos Creek	CA	1.94	7/8/2016 16:00	ft	8.5	11.6	14	18	 	ft	mtr	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=tesc1
7053	Point	TEXA1	not_defined	Texasville (SR 131)	31.75	-85.358333	Choctawhatchee River	AL	1.03	7/8/2016 16:17	ft	 	 	 	 	 	ft	tae	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=texa1
7054	Point	TFAI1	no_flooding	Twin Falls	42.5625	-114.494722	Rock Creek	ID	6.28	7/8/2016 15:30	ft	8.03	 	 	 	 	ft	boi	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=tfai1
7055	Point	TFFO1	no_flooding	Tiffin	41.114167	-83.179722	Sandusky River	OH	1.37	7/8/2016 15:45	ft	6	9	10.5	12	 	ft	cle	NAD83/WGS84	HGIRG	0.08	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=tffo1
7056	Point	TFKM8	no_flooding	Three Forks	45.897778	-111.595833	Jefferson River	MT	2.53	7/8/2016 16:00	ft	7	8	8.5	9	 	ft	tfx	NAD83/WGS84	HGIRG	0.71	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=tfkm8
7057	Point	TFLG1	no_flooding	TALLULAH FALLS PWR HOUSE	34.731944	-83.375833	Tallulah River	GA	5.12	7/8/2016 16:15	ft	34	36	38	43	 	ft	gsp	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tflg1
7058	Point	TFLW4	no_flooding	Tower Falls	44.9281	-110.3942	Lamar River	WY	2.28	7/8/2016 15:15	ft	 	15	16	17	 	ft	riw	NAD83/WGS84	HGIRG	0.6	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=tflw4
7059	Point	TGAO2	obs_not_current	Taloga	36.054444	-98.969167	Canadian River	OK	 	N/A	ft	8	9	11	13	 	ft	oun	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=tgao2
7060	Point	TGAP1	not_defined	Tioga-Hammond Dam on Tioga River	41.899167	-77.139167	Central PA Dams	PA	1081.6	7/8/2016 16:00	ft	 	 	 	 	 	ft	ctp	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=tgap1
7061	Point	TGAT2	obs_not_current	Lajitas Crossing	29.261111	-103.780556	Rio Grande	TX	 	N/A	ft	10	13	18.5	25.3	 	ft	maf	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=tgat2
7062	Point	TGJP1	no_flooding	Tioga Junction	41.9525	-77.115556	Tioga River	PA	6.55	7/8/2016 16:00	ft	13	15	17	20	 	ft	ctp	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=tgjp1
7063	Point	TGLW2	not_defined	Tygart Dam Pool	39.313889	-80.033333	Tygart Valley River	WV	2100.5	7/8/2016 15:15	ft	 	 	 	 	 	ft	rlx	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=tglw2
7064	Point	TGRM7	no_flooding	Columbia	38.927778	-92.34	Hinkson Creek	MO	5.07	7/8/2016 16:00	ft	13	15	18	20	 	ft	lsx	NAD83/WGS84	HGIRG	0.17	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=tgrm7
7065	Point	TGRP1	not_defined	Tioga	41.9083	-77.129722	Tioga River	PA	0.4	7/8/2016 16:00	ft	 	 	 	 	 	ft	ctp	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=tgrp1
7066	Point	THBI2	no_flooding	Thebes	37.221667	-89.463056	Mississippi River	IL	24.61	7/8/2016 16:00	ft	30	33	37	42	 	ft	pah	NAD83/WGS84	HGIRG	299	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=thbi2
7067	Point	THDM8	not_defined	Twin Bridges	45.549722	-112.358889	Big Hole River	MT	1.46	7/8/2016 15:30	ft	 	 	 	 	 	ft	tfx	NAD83/WGS84	HGIRG	0.29	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=thdm8
7068	Point	THET2	no_flooding	Three Rivers	28.427222	-98.177778	Nueces River	TX	1.81	7/8/2016 16:15	ft	20	25	27	35	 	ft	crp	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=thet2
7069	Point	THFO3	not_defined	Thief Valley Reservoir	45.005554	-117.780556	Powder River (OR)	OR	5.97	7/8/2016 15:15	ft	 	 	 	 	 	ft	boi	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=thfo3
7070	Point	THHF1	not_defined	Holly Hill	29.217222	-81.106111	Tomoka River	FL	6.58	7/8/2016 15:00	ft	 	 	 	 	 	ft	mlb	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mlb&gage=thhf1
7071	Point	THLC1	no_flooding	Lake Tahoe at Tahoe City	39.180833	-120.118333	Truckee River	CA	6223.88	7/8/2016 16:00	ft	6228.7	6229.1	 	 	 	ft	rev	NAD83/WGS84	HPIRG	106	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=thlc1
7072	Point	THMW2	no_flooding	THURMOND	37.955	-81.076667	New River	WV	8.72	7/8/2016 15:45	ft	16	19	20	22	 	ft	rlx	NAD83/WGS84	HGIRG	12.8	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=thmw2
7073	Point	THNI2	no_flooding	Thornton	41.568333	-87.607778	Thorn Creek	IL	3.36	7/8/2016 15:30	ft	9.5	10	15	16	 	ft	lot	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=thni2
7074	Point	THPN7	no_flooding	Thorpe Dam	35.196667	-83.152778	West Fork Tuckasegee River	NC	95.91	7/8/2016 15:00	ft	100	102.5	105	110	 	ft	gsp	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=thpn7
7075	Point	THQC1	obs_not_current	Quimby Avenue	37.3236	-121.8079	Thompson Creek	CA	 	N/A	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRR	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=thqc1
7076	Point	THRM8	no_flooding	Thompson Falls	47.591944	-115.228611	Thompson River	MT	2.89	7/8/2016 15:45	ft	6.5	7	 	 	 	ft	mso	NAD83/WGS84	HGIRG	0.23	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=thrm8
7077	Point	THRN4	no_flooding	Bloomfield	40.799722	-74.188333	Third River	NJ	1.78	7/8/2016 16:00	ft	5.5	6	8	9	 	ft	okx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=thrn4
7078	Point	THTC1	no_flooding	Bensons Ferry	38.255278	-121.44	Mokelumne River	CA	5.57	7/8/2016 15:15	ft	12	17	23.3	24.3	 	ft	sto	NAD83/WGS84	HGIRG	1.78	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=thtc1
7079	Point	THYS1	no_flooding	Gaffney	35.060833	-81.714722	Thicketty Creek	SC	2.95	7/8/2016 15:45	ft	10	15	20	22	 	ft	gsp	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=thys1
7080	Point	TICW1	not_defined	Tieton Headworks	46.666667	-121	Tieton River	WA	2.98	7/8/2016 14:15	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=ticw1
7081	Point	TIDO3	no_flooding	Tidewater	44.387778	-123.833333	Alsea River	OR	1.57	7/8/2016 16:00	ft	16	18	 	23	 	ft	pqr	NAD83/WGS84	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=tido3
7082	Point	TIDT2	no_flooding	Tilden	28.467222	-98.547222	Frio River	TX	1.8	7/8/2016 16:15	ft	12	22	26	27	 	ft	crp	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=tidt2
7083	Point	TIFM7	no_flooding	Tiff City	36.631389	-94.586667	Elk River (MO)	MO	4.75	7/8/2016 15:30	ft	13	15	20	25	2.8	ft	sgf	NAD83/WGS84	HGIRG	1.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=tifm7
7084	Point	TIGG1	no_flooding	BURTON DAM	34.794722	-83.540278	Tallulah River	GA	1865.22	7/8/2016 12:00	ft	1866.6	1867	1870	1872	 	ft	gsp	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=tigg1
7085	Point	TILO3	no_flooding	Tiller	42.930556	-122.947222	South Umpqua River	OR	0.94	7/8/2016 15:30	ft	16	18	21	25	 	ft	mfr	NAD83/WGS84	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=tilo3
7086	Point	TILT2	no_flooding	Tilden	28.308611	-98.556944	Nueces River	TX	2.9	7/8/2016 15:30	ft	11	14	16	19	 	ft	crp	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=tilt2
7087	Point	TIMC1	not_defined	Loma Linda	34.063611	-117.271944	San Timoteo Creek	CA	0.92	7/8/2016 15:30	ft	 	 	 	 	 	ft	sgx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgx&gage=timc1
7088	Point	TINB3	not_defined	Tinker Dam	46.81639	-67.75194	Aroostook River	ME	13.13	7/8/2016 16:00	ft	 	 	 	 	 	ft	car	NAD83/WGS84	HGIRG	3.47	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=tinb3
