"GaugeLID"	"Location"	"Latitude"	"Longitude"	"Waterbody"	"State"	"Units"	"Action"	"Flood"	"Moderate"	"Major"	"URL"	"USGS"	"Action_Q"	"Flood_Q"	"Moderate_Q"	"Major_Q"
"SCLM7"	"St. Charles"	38.788889	-90.470833	"Missouri River"	"MO"	"ft"	23	25	30	36	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=sclm7"	"06935965"	192335.889598948	225895.65236906	315824.001078565	417820.157132102
"SCLN6"	"South Colton"	44.511667	-74.883333	"Raquette River"	"NY"	"ft"	8.5	10	11	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=scln6"	"04267500"	7283.7447200344	10120.9299868789	12221.833170143	NA
"SCNA3"	"Nogales"	31.344444	-110.858889	"Santa Cruz River"	"AZ"	"ft"	9	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=scna3"	"09480500"	9486.00769132949	NA	NA	NA
"SCNI3"	"Noblesville"	40.029167	-85.995278	"Stony Creek (IN)"	"IN"	"ft"	4	6	8	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=scni3"	"03350700"	383.484618684947	815.661136182615	1723.33135535203	NA
"SCNM5"	"Scanlon"	46.703333	-92.418611	"St. Louis River"	"MN"	"ft"	9.5	10.5	11	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dlh&gage=scnm5"	"04024000"	17246.0125603921	21097.2804490956	23089.6269107359	31332.7858816371
"SCOC1"	"Scotia"	40.491667	-124.098611	"Eel River (CA)"	"CA"	"ft"	45	51	60	65	"http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=scoc1"	"11477000"	200723.124714628	264841.980851079	383112.966277513	461601.894306166
"SCOI3"	"Scott"	41.748889	-85.576389	"Pigeon River"	"IN"	"ft"	5	6	8	10	"http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=scoi3"	"04099750"	741.151720406185	1240.32444328193	NA	NA
"SCOM5"	"St. Cloud"	45.547222	-94.145556	"Mississippi River"	"MN"	"ft"	8	9	10	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=scom5"	"05270700"	21793.0277372856	29840.1107585961	36897.9856409825	44400.4077605216
"SCOS2"	"Scotland"	43.185833	-97.635278	"James River"	"SD"	"ft"	12	13	14	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=scos2"	"06478500"	3874.94200296386	4826.04741956744	6009.29645152709	10088.0847115502
"SCPC1"	"Piru"	34.403611	-118.738333	"Santa Clara River (CA)"	"CA"	"ft"	12.8	13.1	14	14.2	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=scpc1"	"11109000"	5605.36401157183	6010.73308911379	7334.77217547767	7651.00162766534
"SCPI3"	"Plainville"	38.811944	-87.13	"Smothers Creek (IN)"	"IN"	"ft"	14	16	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=scpi3"	"03360600"	840.578898099572	1200.2780096715	NA	NA
"SCRI4"	"Sac City"	42.35475	-94.990333	"North Raccoon River (IA)"	"IA"	"ft"	12	13	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=scri4"	"05482300"	1991.7444678258	2494.68042018987	NA	NA
"SCRN2"	"Steamboat"	39.377222	-119.743611	"Steamboat Creek (NV)"	"NV"	"ft"	3.5	4.5	5	6	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=scrn2"	"10349300"	295.709943890513	724.415271591359	1020.60593952271	2046.12851247288
"SCRO3"	"Glide"	43.35	-122.727778	"Steamboat Creek"	"OR"	"ft"	16.5	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=scro3"	"14316700"	22795.3637197898	NA	NA	NA
"SCRT2"	"Rowe Ranch near DHanis"	29.370556	-99.2875	"Seco Creek"	"TX"	"ft"	13	15	19	23	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=scrt2"	"08202700"	3139.90792896318	5473.72813275668	12078.3794338884	21023.7683539248
"SCSK1"	"Schoenchen"	38.713056	-99.2925	"Smoky Hill River"	"KS"	"ft"	10	11	14	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ddc&gage=scsk1"	"06862850"	1961.00498654206	2741.62366367572	6361.39726512434	13331.6280910181
"SCTA3"	"Trico Road"	32.471389	-111.301389	"Santa Cruz River"	"AZ"	"ft"	14	16	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=scta3"	"09486520"	7931.27545712786	13406.2079572847	22939.9541353023	NA
"SCTG1"	"Scotland"	32.052222	-82.815833	"Little Ocmulgee River"	"GA"	"ft"	10	12	19	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sctg1"	"02215900"	1269.81112860342	3147.55649998266	NA	NA
"SCTM4"	"Scottville"	43.945	-86.278611	"Pere Marquette River"	"MI"	"ft"	4	5.5	6.5	7	"http://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=sctm4"	"04122500"	1638.37873707341	2990.66192607614	4313.25747566538	5122.86469521856
"SCVC2"	"Vineland"	38.245556	-104.485833	"St Charles River"	"CO"	"ft"	10	12	15	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=scvc2"	"07108900"	1957.25743687486	2864.38206753017	4784.60214708801	NA
"SDAT2"	"Splendora"	30.259444	-95.302222	"Caney Creek"	"TX"	"ft"	13	18	20	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=sdat2"	"08070500"	1599.87440313438	3709.17575523265	5897.86691722438	7436.23185461114
"SDDC1"	"Soledad"	36.411111	-121.333889	"Salinas River"	"CA"	"ft"	16	NA	18	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=sddc1"	"11151700"	3103.42302405182	NA	5600.66442877817	NA
"SDFI3"	"Fishers"	39.956944	-85.989167	"Sand Creek (IN)"	"IN"	"ft"	3.5	5.5	7.5	9.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=sdfi3"	"033521504"	88.9221465706006	265.830877526719	508.822887793873	813.294670203
"SDRV2"	"Danville"	36.619444	-79.504444	"Sandy River"	"VA"	"ft"	7	8	10	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=sdrv2"	"02074500"	4924.71937271306	6695.55528589856	10661.3196725943	17901.1765762587
"SEBP4"	"San Sebastian"	18.284722	-67.051389	"Rio Grande De Anasco"	"PR"	"ft"	7	11	14	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=sebp4"	"50144000"	5329.86065580465	14018.9417323183	22868.9926791019	42903.4915852084
"SEBV2"	"Sebrell"	36.770278	-77.166389	"Nottoway River"	"VA"	"ft"	14	16	18	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=sebv2"	"02047000"	3893.91905909391	5725.87832381201	8480.95162808042	14683.7902481549
"SEDK1"	"Sedgwick"	37.883056	-97.424167	"Little Arkansas River"	"KS"	"ft"	20	22	25	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=sedk1"	"07144100"	8548.10763452542	10727.7907731983	16186.8162532623	18813.2859697307
"SEEM7"	"Steelville"	37.998611	-91.360833	"Meramec River"	"MO"	"ft"	10	12	20	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=seem7"	"07013000"	7623.78574018535	10645.3079250775	28336.8390356066	45016.6647989272
"SEEN4"	"Seeley"	39.4725	-75.255556	"Cohansey River"	"NJ"	"ft"	5	6	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=seen4"	"01412800"	228.003854308638	781.902310529221	NA	NA
"SEIC1"	"Seiad Valley"	41.853889	-123.231111	"Klamath River"	"CA"	"ft"	13	15	20	28	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=seic1"	"11520500"	21619.7836985055	27842.1690531316	48095.6937167761	97975.3693437653
"SEIO2"	"Seiling"	36.183333	-98.920833	"North Canadian River"	"OK"	"ft"	9	11	13	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=seio2"	"07238000"	730.897450619035	1400.86537194415	3055.78373862123	4880.86207368556
"SEKU1"	"Kingston"	38.206111	-112.206944	"Sevier River"	"UT"	"ft"	4.5	6	7	8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=seku1"	"10183500"	1217.34956024123	NA	NA	NA
"SELI1"	"Lowell"	46.086667	-115.512778	"Selway River"	"ID"	"ft"	13.5	14	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=seli1"	"13336500"	37116.5552753542	40015.7173017341	53708.6923764569	71800
"SELT2"	"Selma"	29.593889	-98.310833	"Cibolo Creek"	"TX"	"ft"	14	17	20	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=selt2"	"08185000"	14451.9604318832	22116.5022525882	31092.0627964811	37865.154453
"SEMK1"	"Sedgwick"	37.985	-97.445556	"Emma Creek (KS)"	"KS"	"ft"	17	19	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=semk1"	"07144050"	5743.55930312046	7048.46115511137	NA	NA
"SERI3"	"Seymour"	38.9825	-85.899167	"East Fork White River"	"IN"	"ft"	8	12	17	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=seri3"	"03365500"	4576.17859360443	8758.70214829957	26008.256811216	53722.7567718229
"SERO3"	"Service Creek"	44.793889	-120.005556	"John Day River"	"OR"	"ft"	10	11.5	12.5	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=sero3"	"14046500"	12074.355445557	22117.6225971479	32094.6858059838	59334.2163940056
"SESC1"	"Fillmore"	34.450833	-118.925	"Sespe Creek"	"CA"	"ft"	17.8	19.2	19.8	20.4	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=sesc1"	"11113000"	32169.3973326177	NA	NA	NA
"SEVI2"	"Seville"	40.49	-90.340278	"Spoon River"	"IL"	"ft"	19	22	25	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ilx&gage=sevi2"	"05570000"	6827.00980786173	10137.5149018588	14678.1933799946	25251.3662655357
"SEWS2"	"Sewage Plant near Rapid City"	44.023333	-103.095278	"Rapid Creek"	"SD"	"ft"	6	8	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=sews2"	"06418900"	797.01655153995	1449.38551436477	1727.88792540818	NA
"SFCA3"	"Clifton"	33.055833	-109.298889	"San Francisco River"	"AZ"	"ft"	22	24	26	28	"http://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=sfca3"	"09444500"	22082.6551165917	29792.3185610187	43866.4891760741	60999.6674724263
"SFCC1"	"Stanford University"	37.4233	-122.1883	"San Francisquito Creek"	"CA"	"ft"	8	NA	9.5	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=sfcc1"	"11164500"	3215.92540846929	NA	4249.70511044696	NA
"SFCG1"	"Glen Haven"	33.763333	-84.220278	"Snapfinger Creek"	"GA"	"ft"	10	12	17	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sfcg1"	"02203950"	1121.90014295859	1669.39461448682	NA	NA
"SFCN7"	"SR1555 Nr Clayton"	35.575	-78.4986	"Swift Creek"	"NC"	"ft"	NA	15	19	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=sfcn7"	"0208773375"	NA	3520.02075455327	NA	NA
"SFDS2"	"Stratford"	45.241667	-98.391111	"James River"	"SD"	"ft"	13	14	17	18.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=abr&gage=sfds2"	"06472000"	877.526165090676	1085.37293109606	2278.8211619068	4847.096642455
"SFFN6"	"Suffern"	41.112778	-74.157222	"Ramapo River"	"NY"	"ft"	14.8	15.2	16.5	17.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=sffn6"	"01387420"	7969.21644053856	8415.78200107001	9948.07893595859	11213.8523118269
"SFHG1"	"Lithonia"	33.696667	-84.198611	"Snapfinger Creek"	"GA"	"ft"	14	16	25	28	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sfhg1"	"02203960"	2213.23190507889	2706.58996094272	NA	NA
"SFHN2"	"Ten Mile Creek"	40.6275	-115.730556	"South Fork Humboldt River"	"NV"	"ft"	9	9.5	10	10.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lkn&gage=sfhn2"	"10319900"	2456.00732165196	3014.97974529996	3650.68163091184	NA
"SFHS2"	"Spearfish"	44.4825	-103.861111	"Spearfish Creek"	"SD"	"ft"	8	10	11	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=sfhs2"	"06431500"	1521.16630677389	NA	NA	NA
"SFIT2"	"Sheffield"	30.451944	-101.732778	"Independence Creek"	"TX"	"ft"	6	11	15	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=sfit2"	"08447020"	4188.41237782442	18007.6681936015	45536.4084057255	NA
"SFLN2"	"San Jacinto"	41.944444	-114.6875	"Salmon Falls Creek"	"NV"	"ft"	9	10	11	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lkn&gage=sfln2"	"13105000"	932.947328354489	1374.9926356128	1938.02625224783	NA
"SFMG1"	"Snapfinger"	33.666111	-84.224722	"South River"	"GA"	"ft"	11	13	19	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sfmg1"	"02203900"	4239.9568688839	5342.69941777937	9745.90507069519	NA
"SFPG1"	"Clarkston"	33.808333	-84.248056	"South Fork Peachtree Creek"	"GA"	"ft"	8	10	15	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=sfpg1"	"02336152"	988.886582362093	1765.29323825658	NA	NA
"SFPN5"	"San Felipe Pueblo"	35.444722	-106.439722	"Rio Grande"	"NM"	"ft"	8	8.5	9.5	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=sfpn5"	"08319000"	7520.31600909358	10535.4423114642	18005.5427593175	NA
"SFRM4"	"Southfield"	42.447778	-83.297778	"Rouge River"	"MI"	"ft"	12	12	14	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=sfrm4"	"04166100"	1503.97146996534	1503.97146996534	2464	NA
"SFRW4"	"Robertson"	41.053889	-110.398611	"East Fork Smiths Fork"	"WY"	"ft"	6.5	7.7	7.9	8.1	"http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=sfrw4"	"09220000"	651.013871325618	1017.53010411142	1080.26068078291	NA
"SFSV2"	"Luray"	38.646111	-78.535	"South Fork Shenandoah River"	"VA"	"ft"	13	14	20	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=sfsv2"	"01629500"	18891.8458065871	22554.130787697	55935.8881629015	95292.8038141493
"SFTN7"	"McCullers Crossroads"	35.6925	-78.692778	"Swift Creek"	"NC"	"ft"	11	12	13	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=sftn7"	"0208758850"	1970.40660172585	3124.85626850482	4629.51174146186	6501.75615919116
"SFWI3"	"Lafayette"	40.417778	-86.768056	"South Fork Wildcat Creek"	"IN"	"ft"	8	10	13	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=sfwi3"	"03334500"	2750.98950520055	4280.56043152921	7813.04108281788	11738.0701597169
"SFYV2"	"Speers Ferry"	36.648611	-82.750556	"Clinch River"	"VA"	"ft"	16	18	28	32	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=sfyv2"	"03527000"	15126.3763777429	17220.583853024	39798.9800190989	59086.9604104865
"SGET2"	"Sanger"	33.336111	-97.179167	"Clear Creek"	"TX"	"ft"	23	25	28	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=sget2"	"08051500"	6693.45328933442	8841.9358527916	15859.1295694727	23079.5850424354
"SGFM7"	"Springfield"	37.15	-93.203333	"James River (MO)"	"MO"	"ft"	10	12	15	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=sgfm7"	"07050700"	2467.37669993762	3730.78913709798	7485.83241396516	32170.8835572193
"SGFO1"	"Springfield"	39.923056	-83.870278	"Mad River"	"OH"	"ft"	8	11	13	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=sgfo1"	"03269500"	5191.8746281357	9202.75852390223	14541.6737973114	24670.392945507
"SGLA2"	"Valdez"	61.079167	-146.303056	"Solomon Gulch Creek"	"AK"	"ft"	8	8.5	9	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc3&gage=sgla2"	"15225997"	2690.20012425337	3674.27062710522	4794.5369584772	NA
"SGOT2"	"San Angelo"	31.308889	-100.445556	"Pecan Creek (Concho River Basin)"	"TX"	"ft"	8	10	14	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=sgot2"	"08131400"	5342.3484942235	9157.26463342212	27628.3453372507	NA
"SGRA2"	"Pump Station 3"	69.015	-148.817222	"Sagavanirktok River"	"AK"	"ft"	19	20	22	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg3&gage=sgra2"	"15908000"	19186.9956246632	27855.4175192952	51327.0046501707	NA
"SHAM8"	"Shawmut"	46.318992	-109.460547	"Musselshell River"	"MT"	"ft"	NA	6.5	7	7.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=sham8"	"06123030"	NA	1918.72241806137	2804.44179844274	3825.0308897677
"SHAT2"	"Shamrock"	35.264167	-100.241389	"North Fork of the Red River"	"TX"	"ft"	9	10	13	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=shat2"	"07301300"	1680.23525421686	3864.39454569939	NA	NA
"SHAV2"	"Shawsville"	37.14	-80.266667	"Roanoke River"	"VA"	"ft"	4	5	7	9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=shav2"	"02053800"	1670.85100990377	2537.42446708156	4769.7742275112	7606.30418825472
"SHBN6"	"Sherburne"	42.678611	-75.510833	"Chenango River"	"NY"	"ft"	6.5	8.5	9.5	10.6	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=shbn6"	"01505000"	1918.30165582224	3122.56710622644	4336.48071772083	6254.45640657651
"SHCT2"	"Sachse"	32.959722	-96.614167	"Rowlette Creek"	"TX"	"ft"	23	24	27	29	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=shct2"	"08061540"	9711.16743496117	10660.9448341797	15122.6822913247	24959.2450189522
"SHEC1"	"St. Helena"	38.511389	-122.454722	"Napa River"	"CA"	"ft"	NA	16	18	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=shec1"	"11456000"	NA	7408.37281376552	8675.46060193895	9259.48551684823
"SHEN1"	"Shelby"	41.351944	-97.403056	"Clear Creek"	"NE"	"ft"	7	8	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=shen1"	"06794650"	236.760124411658	827.745419896158	NA	NA
"SHEW4"	"Shell"	44.565	-107.712222	"Shell Creek"	"WY"	"ft"	5.5	6.5	7	7.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=shew4"	"06278500"	2003.18236778721	NA	NA	NA
"SHIA2"	"Glenn Hwy"	61.225556	-149.635	"Ship Creek"	"AK"	"ft"	6	6.5	7	7.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=shia2"	"15276000"	838.139391192677	1414.04302287366	2190.84377093732	NA
"SHIF1"	"Campbell"	28.266944	-81.448056	"Shingle Creek"	"FL"	"ft"	58	59	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mlb&gage=shif1"	"02264495"	1065.73575382067	1301.88929684279	NA	NA
"SHLG1"	"Griffin"	33.257222	-84.3625	"Shoal Creek"	"GA"	"ft"	5	7	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=shlg1"	"02344478"	294.760903794638	1701.6756426086	NA	NA
"SHLI2"	"South Holland"	41.606944	-87.597778	"Little Calumet River"	"IL"	"ft"	15	16.5	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=shli2"	"05536290"	1934.07248995803	2392.83620517727	2932.91073801407	3809.52842430735
"SHLI3"	"Shoals"	38.666944	-86.791944	"East Fork White River"	"IN"	"ft"	10	20	25	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=shli3"	"03373500"	15074.8329716807	31000.0448564018	42961.76180534	61028.9564986764
"SHLM8"	"Shelby"	48.427197	-111.889836	"Marias River"	"MT"	"ft"	8	9	13	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=shlm8"	"06099500"	6237.99730460642	8574.97039223329	22985.5834672152	NA
"SHLV2"	"Riverside nr Chilhowie"	36.760278	-81.631389	"South Fork Holston River"	"VA"	"ft"	5	7	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=shlv2"	"03471500"	1131.61794019933	3446.15067253582	6939.44165966924	NA
"SHNI2"	"Shawneetown"	37.691944	-88.133333	"Ohio River"	"IL"	"ft"	30	33	43	53	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=shni2"	"03381700"	348036.221345914	401364.499868358	612639.39237895	925916.365386214
"SHOG1"	"Panthersville"	33.693333	-84.253889	"Shoal Creek"	"GA"	"ft"	9	11	13	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=shog1"	"02203863"	389.176124407037	NA	NA	NA
"SHOP1"	"Shoemakers"	41.088056	-75.038056	"Bush Kill"	"PA"	"ft"	5	6	7	8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=shop1"	"01439500"	2674.70260286138	3772.47528293899	4961.99062049989	6422.14019181271
"SHPK2"	"Shepherdsville"	37.985	-85.7175	"Salt River (KY)"	"KY"	"ft"	30	32	35	40	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=shpk2"	"03298500"	50106.0472916053	57100.5742563464	68127.2807357649	90390.9452780787
"SHRI4"	"Shell Rock"	42.711925	-92.582966	"Shell Rock River (Northeast IA)"	"IA"	"ft"	11	13.5	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=shri4"	"05462000"	5291.63151083764	13603.8448922255	40014.3856492196	56945.1604658856
"SHRM4"	"Sherman"	44.436389	-85.698611	"Manistee River"	"MI"	"ft"	14	15	16	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=apx&gage=shrm4"	"04124000"	2255.40958268933	2729.13446676971	3202.85935085008	NA
"SHVM3"	"Shattuckville"	42.638418	-72.725092	"North River"	"MA"	"ft"	6	9	11	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=shvm3"	"01169000"	2246.45398971534	7578.35872860101	13547.4908819773	22001.2986754156
"SHYI1"	"Shelley"	43.413125	-112.1349	"Snake River"	"ID"	"ft"	12	12.5	13	13.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=shyi1"	"13060000"	22502.8957174058	24760.1537485743	27118.3311056849	29588.1313536104
"SIDM1"	"North Sidney"	44.472222	-69.6839	"Kennebec River"	"ME"	"ft"	15	17	25	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=sidm1"	"01049265"	48328.7933993279	60069.3353955324	111463.640928191	147360.754170968
"SIDM8"	"Sidney"	47.6775	-104.155278	"Yellowstone River"	"MT"	"ft"	17	19	20	21.7	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ggw&gage=sidm8"	"06329500"	75459.0079745908	91010.578965645	99295.4575741381	114144.209577483
"SIDO1"	"Sidney"	40.286944	-84.15	"Great Miami River"	"OH"	"ft"	8	10	14.6	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=sido1"	"03261500"	4296.8861228503	6400.97978414052	13088.1390573727	19586.3188773899
"SIFS2"	"Sioux Falls"	43.533611	-96.790556	"Skunk Creek"	"SD"	"ft"	9.5	11.5	15	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=sifs2"	"06481500"	2974.7475683054	5268.49959164821	NA	NA
"SIGI4"	"Sigourney"	41.300833	-92.204444	"Skunk River"	"IA"	"ft"	14.5	16	18	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=sigi4"	"05472500"	3266.39556604428	4091.36450761292	5360.8327403673	8904.74738142405
"SILO3"	"Siletz"	44.715278	-123.888611	"Siletz River"	"OR"	"ft"	12	16	20	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=silo3"	"14305500"	11061.5995193279	18958.0763065232	28399.239402115	42125.5961318224
"SILS1"	"Silver Street"	34.209444	-81.763333	"Little River"	"SC"	"ft"	10	11	20	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=sils1"	"02167450"	1383.1932734541	1747.56430157284	NA	NA
"SILT2"	"Silver"	32.053611	-100.761667	"Colorado River (TX)"	"TX"	"ft"	13	15	18	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=silt2"	"08123850"	3005.60901357763	4189.6177733662	7498.1326770704	13208.3351827541
"SIMC3"	"Simsbury"	41.869706	-72.797244	"Farmington River"	"CT"	"ft"	10	12	15	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=simc3"	"01189213"	4540.17543984972	6359.52105992034	NA	NA
"SIMN7"	"Simpson"	35.561667	-77.230833	"Chicod Creek"	"NC"	"ft"	9.5	10	14	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=simn7"	"02084160"	494.089743640882	679.538575221128	3780.90120033256	NA
"SIMS1"	"Highway 418"	34.652778	-82.297778	"Reedy River"	"SC"	"ft"	16	20	26	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=sims1"	"02164110"	4135.62214516129	NA	NA	NA
"SINW4"	"Sinclair"	41.872222	-107.056944	"North Platte River"	"WY"	"ft"	8.5	9	10	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cys&gage=sinw4"	"06630000"	9060.1960238461	10161.6953783008	12497.9294464284	15023.4221698984
"SIOT2"	"Dresden Drive"	29.498889	-98.51	"Olmos Creek"	"TX"	"ft"	9	9	10	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=siot2"	"08177700"	11774.529098219	11774.529098219	NA	NA
"SIPK1"	"Scipio"	38.348889	-95.203333	"Pottawatomie Creek"	"KS"	"ft"	18	23	25	38	"http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=sipk1"	"06914100"	2743.88888794891	5168.31756842704	6884.26527053108	NA
"SIRI2"	"Shirland"	42.438056	-89.175	"Pecatonica River"	"IL"	"ft"	11	12	14	15.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=siri2"	"05437050"	5447.48226476795	6658.4308292869	10002.0087807659	13866.1132393086
"SIVN1"	"Silver Creek"	41.328889	-97.675	"Prairie Creek"	"NE"	"ft"	8	9	11	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=sivn1"	"06773500"	943.980910931156	1417.9375207596	2816.16852484345	NA
"SIXA2"	"Hope"	60.820833	-149.425278	"Sixmile Creek"	"AK"	"ft"	11	14	15.5	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=sixa2"	"15271000"	2688.66604610438	7176.0729401724	NA	NA
"SJOA4"	"St Joe"	35.983056	-92.747222	"Buffalo River"	"AR"	"ft"	20	27	35	50	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=sjoa4"	"07056000"	24485.2827505466	42755.8672200961	68138.1576512178	127580.942495813
